@relation creditos

@attribute nivelRenta {alto,medio,bajo}
@attribute patrimonio {alto,medio,bajo}
@attribute tamanoCredito REAL
@attribute edadPeticionario REAL
@attribute numeroHijos REAL
@attribute funcionario {si,no}
@attribute nivelEstudios {ninguno,licenciatura,posgrado}
@attribute autorizo {si,no}

@data
alto,medio,77000,49,0,si,licenciatura,no
medio,bajo,17000,38,0,si,licenciatura,no
medio,alto,73000,59,1,no,posgrado,si
alto,alto,50000,35,1,no,posgrado,si
bajo,bajo,13000,42,5,si,ninguno,si
alto,alto,83000,26,0,si,posgrado,si
alto,alto,84000,50,0,no,posgrado,no
bajo,bajo,31000,57,4,si,ninguno,no
medio,medio,80000,25,1,si,posgrado,no
bajo,bajo,34000,58,4,si,ninguno,no
medio,medio,48000,50,2,si,licenciatura,si
medio,medio,52000,39,1,no,ninguno,si
medio,bajo,48000,43,2,no,licenciatura,si
alto,alto,98000,43,1,si,licenciatura,si
medio,medio,76000,48,1,no,ninguno,si
medio,medio,40000,41,2,no,ninguno,si
medio,alto,52000,20,2,si,licenciatura,si
bajo,bajo,48000,57,5,no,licenciatura,no
medio,medio,72000,52,0,si,licenciatura,si
medio,medio,56000,23,2,si,licenciatura,si
bajo,bajo,18000,31,4,si,ninguno,no
bajo,bajo,39000,54,5,si,licenciatura,no
bajo,bajo,13000,50,5,si,licenciatura,no
alto,alto,84000,55,2,si,posgrado,si
alto,alto,59000,42,1,si,licenciatura,no
medio,alto,54000,45,0,si,licenciatura,si
bajo,bajo,24000,50,6,si,ninguno,no
alto,alto,73000,50,0,si,licenciatura,si
alto,alto,87000,59,2,si,licenciatura,no
medio,medio,73000,51,1,si,licenciatura,si
medio,medio,35000,36,0,si,licenciatura,no
bajo,bajo,15000,37,4,no,ninguno,no
alto,alto,67000,57,2,si,licenciatura,si
medio,bajo,24000,50,0,no,posgrado,si
alto,alto,94000,41,0,si,licenciatura,si
bajo,bajo,48000,21,6,no,licenciatura,no
medio,medio,35000,26,1,si,licenciatura,si
bajo,bajo,42000,24,6,no,ninguno,si
medio,alto,83000,56,0,si,licenciatura,si
medio,medio,74000,57,1,si,licenciatura,no
alto,alto,51000,30,1,si,posgrado,si
bajo,bajo,41000,43,5,no,ninguno,no
bajo,bajo,31000,44,4,no,ninguno,no
medio,medio,36000,27,0,no,licenciatura,no
alto,alto,50000,40,0,no,licenciatura,no
alto,alto,87000,36,1,si,posgrado,no
bajo,medio,47000,58,0,si,posgrado,si
bajo,bajo,7000,37,6,no,ninguno,no
alto,alto,81000,28,2,no,licenciatura,si
medio,alto,71000,39,2,si,posgrado,si
alto,alto,94000,35,0,no,licenciatura,no
bajo,bajo,35000,53,6,si,licenciatura,no
bajo,bajo,9000,27,4,si,ninguno,no
alto,alto,82000,21,0,si,posgrado,si
medio,bajo,20000,55,0,si,licenciatura,no
medio,bajo,34000,36,0,si,ninguno,si
alto,alto,67000,28,2,si,ninguno,si
alto,alto,99000,39,1,no,licenciatura,si
alto,alto,60000,26,2,no,ninguno,si
alto,alto,83000,24,0,no,posgrado,si
alto,alto,86000,50,0,si,licenciatura,si
medio,medio,79000,20,1,si,ninguno,no
medio,medio,67000,29,2,si,licenciatura,si
alto,alto,72000,38,2,si,posgrado,si
medio,bajo,21000,28,0,si,ninguno,si
alto,alto,93000,24,1,si,posgrado,si
medio,medio,44000,55,1,si,licenciatura,si
medio,alto,61000,50,0,no,posgrado,si
bajo,bajo,42000,54,4,si,licenciatura,no
bajo,bajo,28000,57,5,si,licenciatura,no
alto,alto,54000,41,1,si,posgrado,si
alto,alto,89000,53,0,si,posgrado,si
medio,alto,64000,30,1,si,posgrado,no
medio,medio,49000,28,2,si,ninguno,no
medio,medio,49000,56,0,no,posgrado,si
bajo,bajo,8000,55,5,si,licenciatura,no
alto,alto,91000,40,2,si,licenciatura,si
bajo,bajo,30000,33,4,no,ninguno,no
medio,alto,59000,54,1,si,licenciatura,si
medio,alto,64000,24,2,si,posgrado,si
medio,medio,34000,28,2,no,posgrado,si
bajo,medio,66000,44,0,si,ninguno,si
bajo,bajo,9000,39,6,no,posgrado,si
bajo,bajo,29000,36,4,si,ninguno,no
alto,alto,91000,25,1,no,posgrado,si
alto,alto,73000,49,1,no,licenciatura,si
bajo,bajo,29000,52,4,si,ninguno,no
medio,alto,62000,41,0,no,licenciatura,si
medio,bajo,42000,48,1,si,ninguno,si
medio,medio,38000,32,0,si,licenciatura,si
medio,medio,51000,51,0,no,licenciatura,si
alto,alto,56000,54,0,si,posgrado,si
medio,medio,80000,24,2,si,licenciatura,si
medio,bajo,43000,48,1,si,licenciatura,si
bajo,bajo,25000,45,5,si,licenciatura,no
bajo,bajo,1000,26,5,si,licenciatura,no
alto,alto,83000,48,1,si,licenciatura,si
medio,bajo,39000,45,2,no,ninguno,no
medio,medio,69000,34,1,si,licenciatura,si
alto,alto,66000,27,0,si,licenciatura,si
medio,bajo,48000,58,1,si,licenciatura,no
medio,alto,56000,35,1,si,posgrado,si
medio,medio,67000,30,0,no,licenciatura,no
alto,alto,93000,55,0,si,posgrado,si
medio,medio,37000,60,1,si,posgrado,si
alto,medio,46000,59,2,no,licenciatura,si
alto,alto,97000,41,0,si,licenciatura,si
bajo,bajo,4000,44,6,si,licenciatura,no
medio,medio,59000,27,0,si,posgrado,si
bajo,bajo,32000,35,4,no,ninguno,no
bajo,bajo,3000,52,4,si,ninguno,no
alto,alto,58000,29,2,si,licenciatura,si
bajo,bajo,14000,54,5,no,licenciatura,no
bajo,bajo,13000,41,6,si,ninguno,si
bajo,bajo,30000,47,5,si,ninguno,no
alto,alto,98000,55,2,no,licenciatura,no
medio,alto,72000,37,1,si,posgrado,si
medio,medio,51000,39,0,no,licenciatura,no
bajo,bajo,33000,51,5,si,licenciatura,no
medio,medio,45000,31,2,no,ninguno,si
bajo,bajo,47000,31,6,no,ninguno,no
alto,alto,82000,51,2,si,posgrado,no
medio,alto,60000,30,2,si,ninguno,si
bajo,bajo,40000,55,4,no,ninguno,si
medio,bajo,34000,52,1,no,ninguno,no
medio,alto,54000,32,0,no,licenciatura,no
bajo,bajo,28000,33,6,no,ninguno,no
bajo,medio,40000,20,1,si,licenciatura,si
alto,alto,89000,51,0,no,posgrado,no
bajo,bajo,40000,41,4,si,ninguno,no
alto,alto,78000,33,2,si,posgrado,si
bajo,bajo,37000,57,4,si,ninguno,no
bajo,bajo,33000,39,4,no,ninguno,no
bajo,bajo,17000,40,5,no,licenciatura,si
alto,alto,89000,58,1,si,licenciatura,si
alto,alto,82000,57,1,si,posgrado,si
alto,medio,62000,52,0,si,ninguno,si
alto,alto,78000,27,0,si,licenciatura,si
bajo,bajo,22000,24,4,si,ninguno,si
alto,alto,83000,45,1,si,licenciatura,no
alto,alto,54000,57,1,si,posgrado,si
alto,alto,93000,46,2,si,licenciatura,si
medio,medio,48000,26,1,si,licenciatura,no
alto,alto,89000,53,0,si,posgrado,si
medio,medio,78000,32,0,si,posgrado,no
medio,medio,60000,31,0,si,licenciatura,si
medio,medio,68000,55,1,no,licenciatura,si
bajo,medio,69000,44,2,si,licenciatura,si
bajo,bajo,47000,51,5,si,ninguno,no
bajo,bajo,15000,31,4,si,posgrado,no
bajo,bajo,49000,32,5,no,ninguno,no
alto,alto,75000,53,0,si,posgrado,si
bajo,bajo,27000,48,4,si,licenciatura,no
bajo,bajo,20000,25,6,no,ninguno,no
medio,medio,77000,58,1,si,licenciatura,si
bajo,bajo,41000,45,6,si,licenciatura,no
bajo,bajo,9000,52,4,si,ninguno,si
alto,alto,90000,46,2,no,licenciatura,no
bajo,bajo,48000,50,5,no,ninguno,no
alto,alto,76000,27,2,si,licenciatura,si
alto,alto,93000,38,0,si,licenciatura,si
bajo,bajo,26000,31,6,si,licenciatura,si
bajo,bajo,31000,36,4,si,licenciatura,no
alto,medio,56000,22,2,si,posgrado,si
bajo,bajo,37000,41,6,si,ninguno,no
alto,medio,53000,37,1,si,posgrado,si
alto,alto,50000,53,1,si,posgrado,si
bajo,bajo,3000,42,5,si,posgrado,no
alto,alto,93000,34,0,si,posgrado,si
medio,bajo,16000,26,0,no,licenciatura,si
medio,bajo,10000,39,2,no,ninguno,no
medio,medio,51000,41,1,si,licenciatura,no
medio,medio,69000,47,0,si,posgrado,si
alto,alto,55000,49,1,no,posgrado,si
bajo,bajo,29000,49,4,no,ninguno,si
medio,medio,72000,30,0,si,licenciatura,no
alto,alto,75000,45,0,si,posgrado,si
medio,alto,90000,28,0,no,posgrado,si
medio,medio,53000,53,0,si,licenciatura,si
bajo,bajo,41000,30,5,si,licenciatura,no
medio,medio,41000,41,0,no,ninguno,si
bajo,bajo,39000,37,5,no,ninguno,si
medio,alto,90000,26,1,si,licenciatura,no
medio,medio,60000,48,1,si,licenciatura,no
alto,alto,99000,43,0,si,licenciatura,si
medio,medio,63000,56,2,si,posgrado,si
medio,medio,41000,53,1,no,licenciatura,si
bajo,bajo,51000,34,6,si,posgrado,si
medio,alto,92000,27,2,si,licenciatura,si
medio,medio,69000,35,1,si,licenciatura,si
bajo,bajo,29000,40,5,si,licenciatura,no
alto,alto,70000,30,1,si,posgrado,no
bajo,bajo,13000,45,4,si,licenciatura,no
medio,alto,84000,40,1,si,licenciatura,si
medio,medio,61000,29,0,si,licenciatura,si
alto,alto,96000,32,0,si,posgrado,si
medio,medio,70000,40,1,no,licenciatura,no
alto,alto,73000,41,0,no,posgrado,si
bajo,bajo,37000,31,5,si,ninguno,no
bajo,bajo,1000,55,6,si,ninguno,no
medio,medio,56000,58,1,no,licenciatura,no
medio,alto,89000,42,2,no,ninguno,no
medio,bajo,51000,39,2,no,ninguno,no
alto,alto,90000,47,2,si,licenciatura,no
bajo,bajo,30000,44,5,no,ninguno,no
medio,alto,78000,32,2,no,licenciatura,si
medio,alto,78000,39,2,si,posgrado,si
bajo,bajo,35000,35,4,si,licenciatura,no
bajo,bajo,5000,57,6,si,ninguno,si
medio,alto,66000,53,0,no,posgrado,si
bajo,bajo,49000,43,6,si,ninguno,no
medio,medio,72000,25,1,no,ninguno,si
medio,medio,33000,37,0,si,licenciatura,si
alto,alto,76000,50,1,no,licenciatura,si
bajo,bajo,12000,51,5,si,posgrado,no
alto,alto,63000,55,1,si,licenciatura,si
alto,alto,98000,37,0,si,licenciatura,si
medio,alto,54000,38,1,no,licenciatura,si
medio,medio,54000,33,1,si,licenciatura,si
bajo,bajo,3000,35,4,no,ninguno,no
bajo,bajo,7000,31,6,si,licenciatura,si
bajo,bajo,28000,43,4,no,ninguno,no
alto,alto,82000,32,1,si,licenciatura,si
bajo,bajo,19000,38,5,no,ninguno,no
bajo,bajo,42000,31,6,si,ninguno,no
bajo,bajo,21000,57,6,si,ninguno,no
bajo,bajo,1000,29,5,si,ninguno,no
bajo,bajo,28000,37,5,no,ninguno,no
alto,alto,78000,47,2,si,licenciatura,no
alto,alto,93000,22,2,si,posgrado,si
bajo,bajo,50000,59,5,si,ninguno,no
bajo,bajo,28000,57,6,si,licenciatura,no
bajo,bajo,10000,48,4,si,licenciatura,no
bajo,bajo,36000,26,5,si,posgrado,no
medio,medio,49000,50,0,si,licenciatura,si
bajo,bajo,43000,59,4,si,licenciatura,no
medio,alto,64000,26,2,si,posgrado,si
medio,medio,42000,29,1,si,licenciatura,si
alto,alto,60000,56,1,no,posgrado,si
bajo,medio,70000,39,2,no,ninguno,si
alto,alto,51000,59,1,si,licenciatura,si
alto,alto,57000,60,1,si,licenciatura,si
bajo,bajo,2000,39,5,no,ninguno,si
bajo,bajo,36000,36,6,si,posgrado,no
medio,medio,64000,57,0,si,licenciatura,si
alto,alto,70000,55,1,si,posgrado,si
alto,medio,45000,39,1,no,ninguno,no
medio,medio,45000,37,1,si,licenciatura,si
bajo,bajo,24000,49,4,si,ninguno,no
alto,alto,62000,59,0,si,licenciatura,si
bajo,bajo,7000,34,5,no,ninguno,si
bajo,medio,31000,28,0,no,ninguno,si
medio,alto,62000,58,1,no,posgrado,si
bajo,medio,71000,51,2,si,posgrado,si
bajo,medio,38000,53,1,si,licenciatura,no
alto,alto,74000,23,2,no,posgrado,si
alto,medio,73000,37,1,si,licenciatura,no
bajo,bajo,25000,42,4,no,ninguno,si
alto,alto,61000,60,1,no,ninguno,si
medio,bajo,6000,35,2,si,ninguno,no
alto,alto,57000,40,0,si,posgrado,si
alto,alto,84000,35,1,si,posgrado,si
bajo,medio,54000,20,1,no,licenciatura,no
bajo,bajo,31000,52,6,no,ninguno,si
alto,alto,99000,60,0,si,posgrado,si
bajo,medio,42000,58,0,si,ninguno,si
bajo,bajo,5000,41,4,no,ninguno,no
bajo,bajo,47000,50,6,no,ninguno,no
bajo,medio,43000,36,2,si,licenciatura,no
alto,alto,83000,59,2,si,licenciatura,si
bajo,bajo,40000,21,4,si,ninguno,no
alto,alto,51000,35,0,si,posgrado,si
bajo,bajo,20000,43,5,no,ninguno,no
medio,medio,70000,59,2,si,licenciatura,si
medio,alto,61000,27,1,si,licenciatura,si
alto,alto,77000,23,2,si,posgrado,no
alto,medio,46000,21,0,si,licenciatura,si
bajo,bajo,11000,45,4,si,posgrado,no
alto,alto,92000,45,1,si,posgrado,si
bajo,bajo,44000,50,6,si,licenciatura,no
bajo,bajo,2000,53,6,si,licenciatura,no
medio,alto,97000,20,2,no,posgrado,no
medio,medio,35000,46,0,si,licenciatura,si
medio,medio,53000,34,2,no,posgrado,no
alto,alto,66000,22,2,si,licenciatura,si
bajo,bajo,44000,46,4,no,ninguno,no
medio,medio,42000,38,2,no,licenciatura,no
medio,bajo,29000,21,2,si,ninguno,si
medio,medio,56000,30,0,no,ninguno,si
bajo,medio,71000,43,2,no,licenciatura,si
bajo,bajo,4000,24,5,no,ninguno,no
alto,alto,56000,25,2,si,posgrado,no
alto,alto,92000,31,2,si,posgrado,si
medio,alto,79000,49,2,si,licenciatura,si
alto,medio,79000,55,1,si,ninguno,si
alto,alto,96000,42,2,si,posgrado,si
bajo,bajo,49000,25,4,si,licenciatura,no
medio,bajo,42000,34,2,si,ninguno,no
alto,alto,71000,23,1,no,licenciatura,si
bajo,bajo,43000,43,6,si,licenciatura,no
medio,medio,37000,57,0,no,ninguno,si
bajo,bajo,19000,29,4,si,ninguno,si
alto,alto,83000,30,1,si,licenciatura,si
alto,alto,100000,25,0,si,posgrado,si
alto,alto,83000,53,0,si,posgrado,si
bajo,bajo,13000,59,6,no,ninguno,no
alto,alto,81000,25,1,si,posgrado,si
medio,bajo,21000,55,1,no,ninguno,no
bajo,bajo,24000,51,4,no,ninguno,no
medio,medio,73000,51,2,si,posgrado,si
bajo,bajo,13000,22,4,si,ninguno,no
alto,medio,40000,46,1,si,ninguno,no
alto,medio,38000,40,2,si,licenciatura,si
medio,medio,35000,53,2,si,licenciatura,no
medio,alto,51000,27,1,si,posgrado,si
alto,alto,51000,58,1,si,posgrado,si
alto,alto,61000,51,2,si,posgrado,si
bajo,bajo,15000,49,4,no,ninguno,no
bajo,bajo,24000,37,6,no,ninguno,no
alto,alto,80000,45,1,si,licenciatura,si
alto,alto,93000,55,1,si,posgrado,si
medio,medio,66000,30,1,si,licenciatura,si
medio,medio,62000,32,1,no,licenciatura,no
alto,alto,62000,59,1,si,posgrado,si
alto,alto,62000,37,0,si,posgrado,si
alto,alto,80000,48,2,no,posgrado,si
medio,medio,61000,41,0,si,licenciatura,si
bajo,bajo,5000,46,5,no,ninguno,no
medio,medio,39000,26,0,si,licenciatura,si
bajo,bajo,37000,47,6,no,ninguno,no
alto,medio,48000,39,2,si,ninguno,si
bajo,bajo,39000,38,6,no,ninguno,si
alto,alto,53000,32,1,si,ninguno,si
medio,medio,34000,36,0,si,licenciatura,si
medio,medio,64000,27,2,si,posgrado,si
medio,bajo,30000,25,1,no,licenciatura,si
alto,alto,89000,54,0,no,licenciatura,si
medio,alto,64000,42,0,no,posgrado,si
bajo,bajo,31000,56,5,no,ninguno,si
bajo,bajo,14000,36,5,si,ninguno,si
alto,alto,63000,52,0,si,posgrado,si
bajo,bajo,29000,38,5,no,ninguno,no
medio,medio,65000,38,0,no,licenciatura,si
alto,alto,96000,32,0,si,licenciatura,si
medio,medio,36000,37,1,no,licenciatura,no
medio,medio,42000,35,0,no,posgrado,si
alto,medio,78000,34,1,si,posgrado,si
medio,bajo,6000,31,1,si,licenciatura,si
bajo,bajo,30000,33,6,no,ninguno,no
bajo,bajo,11000,50,4,si,licenciatura,no
alto,medio,36000,20,0,si,licenciatura,si
alto,alto,62000,29,0,no,posgrado,si
alto,alto,80000,32,2,si,posgrado,si
alto,alto,78000,31,2,si,posgrado,si
alto,alto,85000,53,0,si,licenciatura,si
bajo,bajo,2000,30,6,no,licenciatura,no
alto,alto,83000,32,0,no,licenciatura,si
medio,medio,63000,47,1,si,licenciatura,si
bajo,bajo,21000,46,4,no,ninguno,no
medio,medio,30000,29,2,si,licenciatura,si
bajo,bajo,14000,55,4,si,licenciatura,no
medio,medio,69000,37,2,si,posgrado,si
medio,medio,30000,28,1,si,licenciatura,si
medio,medio,67000,35,1,si,licenciatura,si
bajo,bajo,19000,54,6,si,ninguno,no
bajo,bajo,50000,53,6,si,licenciatura,no
medio,alto,86000,51,2,si,licenciatura,si
medio,medio,49000,51,2,si,ninguno,si
bajo,bajo,49000,49,5,si,ninguno,si
alto,alto,93000,42,0,no,posgrado,si
medio,medio,58000,22,2,si,posgrado,si
medio,bajo,40000,50,2,no,posgrado,no
bajo,medio,57000,33,0,si,posgrado,si
bajo,bajo,7000,22,4,si,ninguno,no
medio,medio,48000,38,2,si,posgrado,si
medio,medio,35000,40,0,si,licenciatura,si
medio,medio,68000,54,0,no,ninguno,si
medio,medio,48000,60,2,si,ninguno,no
medio,alto,68000,23,2,si,posgrado,si
bajo,bajo,35000,34,4,no,ninguno,no
alto,alto,57000,54,1,si,posgrado,no
alto,alto,97000,30,2,si,posgrado,si
medio,alto,86000,47,2,no,posgrado,no
alto,alto,84000,28,1,no,licenciatura,no
medio,alto,50000,24,0,si,licenciatura,no
medio,medio,65000,38,2,si,posgrado,si
alto,alto,53000,39,1,si,licenciatura,si
medio,medio,68000,59,2,no,licenciatura,no
medio,bajo,12000,46,1,no,ninguno,si
alto,alto,89000,25,0,si,licenciatura,si
bajo,bajo,36000,47,5,no,licenciatura,no
medio,medio,74000,23,2,si,licenciatura,no
bajo,bajo,49000,46,5,no,ninguno,si
alto,alto,82000,42,0,si,licenciatura,no
alto,alto,90000,52,2,si,posgrado,si
bajo,bajo,31000,31,4,si,licenciatura,no
bajo,bajo,24000,51,4,si,licenciatura,no
alto,alto,57000,27,0,si,posgrado,si
alto,alto,91000,39,2,si,posgrado,si
bajo,bajo,18000,26,4,no,ninguno,no
alto,alto,58000,42,0,si,posgrado,si
alto,medio,42000,51,2,si,licenciatura,no
alto,alto,96000,26,2,si,licenciatura,si
alto,alto,68000,59,2,si,posgrado,si
bajo,bajo,9000,49,5,no,ninguno,si
medio,medio,69000,33,0,si,licenciatura,no
alto,medio,66000,25,2,si,licenciatura,no
bajo,bajo,28000,52,6,si,ninguno,no
bajo,bajo,9000,21,5,no,ninguno,no
bajo,bajo,9000,31,5,si,ninguno,no
medio,medio,50000,33,2,si,licenciatura,si
alto,medio,31000,45,1,si,licenciatura,si
alto,alto,73000,60,1,si,licenciatura,si
bajo,bajo,14000,44,6,no,ninguno,no
bajo,bajo,18000,35,5,si,posgrado,si
medio,medio,45000,22,1,si,posgrado,si
bajo,bajo,10000,23,4,no,ninguno,no
alto,alto,60000,21,2,si,posgrado,si
bajo,bajo,41000,23,4,si,ninguno,no
bajo,bajo,27000,44,4,si,licenciatura,no
medio,medio,62000,35,2,si,licenciatura,si
bajo,bajo,30000,36,4,si,licenciatura,no
bajo,bajo,33000,54,6,no,licenciatura,no
bajo,bajo,10000,24,4,si,licenciatura,no
alto,alto,53000,22,0,si,licenciatura,si
bajo,bajo,10000,44,6,si,licenciatura,no
bajo,bajo,7000,29,4,si,ninguno,no
medio,medio,66000,59,0,si,posgrado,si
bajo,bajo,19000,26,5,no,ninguno,no
alto,medio,62000,29,1,no,ninguno,no
bajo,bajo,28000,43,5,si,licenciatura,no
alto,alto,53000,60,0,si,licenciatura,si
medio,alto,90000,51,2,si,licenciatura,si
bajo,medio,47000,33,1,si,licenciatura,no
bajo,bajo,49000,58,4,no,licenciatura,no
alto,alto,88000,21,0,si,posgrado,si
bajo,bajo,26000,30,5,no,ninguno,si
bajo,bajo,12000,33,5,si,ninguno,si
medio,bajo,31000,33,1,si,ninguno,si
medio,alto,71000,36,0,si,licenciatura,si
bajo,bajo,5000,23,5,si,ninguno,no
bajo,bajo,15000,25,4,no,ninguno,no
bajo,bajo,8000,56,4,si,licenciatura,no
alto,alto,56000,30,0,si,posgrado,si
medio,medio,59000,27,0,si,licenciatura,no
bajo,bajo,35000,34,4,no,ninguno,si
medio,bajo,11000,29,1,no,ninguno,si
bajo,bajo,9000,40,5,si,ninguno,no
bajo,bajo,47000,46,4,no,ninguno,no
alto,medio,55000,38,0,si,licenciatura,si
medio,medio,71000,53,0,no,licenciatura,si
medio,medio,79000,54,2,no,ninguno,no
medio,medio,72000,58,2,no,licenciatura,si
bajo,bajo,49000,42,5,no,ninguno,no
bajo,medio,63000,45,0,no,ninguno,si
bajo,bajo,1000,51,4,si,ninguno,no
medio,medio,46000,29,1,si,ninguno,no
alto,alto,86000,46,2,si,licenciatura,si
medio,alto,80000,52,1,si,posgrado,si
alto,alto,90000,60,2,no,licenciatura,si
bajo,bajo,46000,58,6,no,ninguno,no
alto,alto,97000,28,2,si,posgrado,si
bajo,bajo,8000,39,4,si,licenciatura,no
bajo,bajo,49000,21,5,si,ninguno,no
medio,alto,69000,27,1,si,posgrado,si
medio,medio,67000,49,2,no,ninguno,no
bajo,bajo,5000,55,4,si,ninguno,no
medio,bajo,7000,29,1,si,licenciatura,no
alto,alto,56000,27,2,si,posgrado,si
medio,medio,59000,49,2,no,licenciatura,no
medio,medio,73000,26,2,no,licenciatura,si
bajo,bajo,47000,54,6,no,licenciatura,no
medio,alto,50000,23,2,si,ninguno,si
medio,medio,72000,22,1,no,licenciatura,si
bajo,bajo,15000,59,6,si,licenciatura,no
alto,medio,32000,51,2,si,licenciatura,si
medio,medio,72000,48,2,si,licenciatura,no
medio,alto,93000,21,1,si,licenciatura,si
medio,alto,56000,56,0,si,posgrado,si
alto,alto,60000,32,1,si,licenciatura,si
alto,alto,56000,48,1,si,posgrado,si
medio,alto,56000,54,1,si,posgrado,no
alto,alto,100000,51,1,si,posgrado,si
alto,alto,92000,49,2,si,posgrado,si
alto,alto,89000,41,1,si,posgrado,si
medio,medio,54000,58,2,si,licenciatura,si
medio,medio,30000,45,2,no,posgrado,si
bajo,medio,45000,23,2,no,licenciatura,si
medio,medio,72000,31,1,no,licenciatura,no
alto,alto,96000,46,2,si,posgrado,si
alto,alto,65000,33,2,no,posgrado,si
alto,alto,55000,23,1,no,licenciatura,si
alto,alto,62000,42,1,si,licenciatura,si
alto,medio,58000,30,1,si,posgrado,si
alto,alto,59000,27,2,si,licenciatura,no
bajo,medio,41000,49,1,si,ninguno,si
medio,medio,40000,28,0,no,ninguno,si
medio,medio,43000,27,1,no,licenciatura,si
alto,alto,50000,50,1,si,posgrado,si
medio,medio,50000,27,2,no,licenciatura,si
alto,medio,63000,29,0,si,licenciatura,si
bajo,bajo,38000,59,4,si,licenciatura,no
alto,alto,89000,25,1,si,licenciatura,si
bajo,bajo,47000,56,5,si,licenciatura,no
alto,alto,74000,32,1,si,licenciatura,no
medio,medio,60000,53,0,si,posgrado,si
alto,alto,84000,20,0,si,ninguno,si
bajo,medio,56000,52,0,si,licenciatura,si
bajo,bajo,4000,45,6,si,licenciatura,no
bajo,bajo,9000,36,5,no,ninguno,no
medio,bajo,33000,60,0,no,ninguno,no
medio,medio,49000,42,2,no,licenciatura,si
alto,medio,73000,41,0,si,licenciatura,si
medio,medio,32000,39,0,si,licenciatura,si
medio,bajo,9000,22,2,si,licenciatura,si
alto,alto,50000,27,0,si,posgrado,si
alto,alto,50000,34,1,no,licenciatura,no
medio,bajo,50000,53,1,si,licenciatura,no
medio,medio,76000,20,2,si,posgrado,si
medio,bajo,36000,30,2,no,ninguno,no
alto,medio,69000,35,0,si,licenciatura,no
alto,alto,68000,22,1,si,posgrado,si
bajo,bajo,35000,55,4,si,licenciatura,no
bajo,medio,56000,42,2,no,posgrado,no
bajo,bajo,39000,30,5,no,ninguno,no
alto,alto,79000,38,1,si,ninguno,si
medio,medio,71000,54,2,si,licenciatura,si
medio,medio,53000,55,1,si,licenciatura,no
medio,medio,42000,49,0,si,licenciatura,si
alto,alto,78000,48,0,no,posgrado,si
bajo,bajo,10000,44,6,si,licenciatura,no
medio,medio,55000,48,1,si,licenciatura,no
alto,medio,76000,53,0,si,licenciatura,si
bajo,bajo,45000,60,4,si,ninguno,no
alto,alto,94000,58,2,si,posgrado,si
alto,alto,78000,51,1,no,posgrado,no
alto,alto,86000,22,1,no,licenciatura,si
alto,alto,87000,27,2,si,posgrado,si
medio,medio,50000,59,0,si,licenciatura,si
alto,alto,91000,30,2,si,posgrado,si
bajo,bajo,23000,47,6,si,ninguno,no
bajo,bajo,7000,58,6,si,posgrado,no
medio,alto,59000,37,2,si,posgrado,si
bajo,bajo,22000,23,6,no,ninguno,no
bajo,bajo,38000,41,6,si,ninguno,no
medio,bajo,29000,39,1,si,ninguno,si
bajo,bajo,45000,58,6,no,ninguno,no
bajo,bajo,3000,45,4,si,ninguno,no
medio,medio,50000,54,1,no,ninguno,no
medio,medio,73000,58,1,no,ninguno,si
bajo,medio,80000,41,1,si,ninguno,si
bajo,bajo,12000,26,6,si,ninguno,no
alto,alto,98000,33,2,no,licenciatura,no
bajo,bajo,41000,48,6,si,ninguno,no
alto,alto,69000,22,2,no,licenciatura,si
alto,medio,35000,48,0,si,licenciatura,si
alto,alto,51000,30,0,si,posgrado,si
alto,alto,64000,36,2,no,posgrado,si
alto,alto,81000,41,1,si,licenciatura,si
medio,medio,51000,51,0,si,licenciatura,si
alto,alto,61000,54,2,si,licenciatura,si
medio,alto,73000,35,2,si,posgrado,si
bajo,bajo,7000,55,4,no,ninguno,no
medio,bajo,38000,43,1,si,ninguno,no
bajo,bajo,30000,50,6,si,licenciatura,no
alto,alto,78000,50,0,si,posgrado,si
bajo,bajo,40000,44,4,no,ninguno,no
medio,medio,55000,45,0,si,posgrado,no
medio,medio,70000,49,2,si,posgrado,si
alto,medio,47000,29,2,no,licenciatura,no
bajo,bajo,37000,31,6,si,ninguno,no
bajo,bajo,1000,60,6,no,ninguno,no
alto,medio,65000,30,0,si,licenciatura,si
alto,medio,32000,51,1,si,posgrado,si
medio,medio,57000,44,0,si,posgrado,si
medio,medio,59000,48,0,si,licenciatura,si
medio,bajo,50000,26,0,no,ninguno,no
bajo,medio,40000,36,2,si,licenciatura,no
medio,medio,66000,21,2,no,ninguno,no
medio,bajo,9000,41,2,no,ninguno,si
alto,alto,67000,29,2,si,posgrado,si
bajo,bajo,12000,29,5,no,ninguno,no
alto,medio,30000,60,2,si,licenciatura,si
bajo,bajo,18000,34,6,no,ninguno,no
